,age,title,sum,count
2892,30,Beavis and Butt-head Do America (1996),88,35
3802,30,Rebel Without a Cause (1955),88,25
3869,30,"Secret of Roan Inish, The (1994)",88,22
4084,30,"Unbearable Lightness of Being, The (1988)",88,26
2966,30,Breakfast at Tiffany's (1961),87,23
3922,30,Somewhere in Time (1980),87,24
3924,30,Sophie's Choice (1982),87,21
2790,30,"Age of Innocence, The (1993)",86,23
3201,30,Father of the Bride Part II (1995),86,32
3658,30,Natural Born Killers (1994),86,32
4116,30,Wallace & Gromit: The Best of Aardman Animation (1996),86,19
2885,30,Batman Returns (1992),85,32
2960,30,Bram Stoker's Dracula (1992),85,30
3026,30,Circle of Friends (1995),85,23
4105,30,Victor/Victoria (1982),85,26
3289,30,Glengarry Glen Ross (1992),84,24
3391,30,I.Q. (1994),84,25
3270,30,Gattaca (1997),83,24
4017,30,"Third Man, The (1949)",83,19
2818,30,Amistad (1997),82,22
3128,30,Don Juan DeMarco (1995),82,24
3646,30,My Favorite Year (1982),82,23
2801,30,Alice in Wonderland (1951),81,23
3047,30,Con Air (1997),81,25
3156,30,"Edge, The (1997)",81,25
3446,30,Jungle2Jungle (1997),81,35
2848,30,"Aristocats, The (1970)",80,25
3033,30,"City of Lost Children, The (1995)",80,21
3174,30,Evil Dead II (1987),80,24
3073,30,"Crow, The (1994)",79,25
3524,30,Lost Highway (1997),79,26
3842,30,Rosewood (1997),79,23
2806,30,All About Eve (1950),78,18
3124,30,Dirty Dancing (1987),78,23
3126,30,Diva (1981),78,21
3212,30,Fierce Creatures (1997),78,26
4025,30,"Three Musketeers, The (1993)",78,24
4147,30,Wings of Desire (1987),78,19
2849,30,Army of Darkness (1993),77,24
2967,30,Breaking the Waves (1996),77,20
3159,30,Enchanted April (1991),77,20
3307,30,"Grand Day Out, A (1992)",77,18
3669,30,Night of the Living Dead (1968),77,22
3834,30,Roman Holiday (1953),77,17
4038,30,To Die For (1995),77,23
3677,30,Nixon (1995),76,24
3771,30,Private Benjamin (1980),76,26
3127,30,Dolores Claiborne (1994),75,22
3151,30,East of Eden (1955),75,20
3635,30,Multiplicity (1996),75,28
3021,30,"Christmas Carol, A (1938)",74,17
3077,30,Crumb (1994),74,22
3281,30,"Ghost and the Darkness, The (1996)",74,24
3498,30,Legends of the Fall (1994),74,20
3556,30,"Man Without a Face, The (1993)",74,22
3647,30,My Fellow Americans (1996),74,21
3854,30,"Santa Clause, The (1994)",74,23
3868,30,"Secret Garden, The (1993)",74,21
4023,30,Three Colors: Red (1994),74,20
3066,30,Crash (1996),73,34
3252,30,French Kiss (1995),73,21
3378,30,How to Make an American Quilt (1995),73,23
3395,30,Immortal Beloved (1994),73,21
3877,30,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",73,21
3054,30,"Cook the Thief His Wife & Her Lover, The (1989)",72,21
3241,30,Forget Paris (1995),72,19
3363,30,Home for the Holidays (1995),72,21
3845,30,Rudy (1993),72,20
2779,30,Ace Ventura: Pet Detective (1994),71,23
2803,30,Alien 3 (1992),71,25
3659,30,Nell (1994),71,21
3682,30,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",71,21
2772,30,"39 Steps, The (1935)",70,18
2804,30,Alien: Resurrection (1997),70,22
2884,30,Batman Forever (1995),70,29
3038,30,Cliffhanger (1993),70,25
3152,30,Eat Drink Man Woman (1994),70,17
3083,30,Cyrano de Bergerac (1990),69,16
3722,30,"Parent Trap, The (1961)",69,21
4057,30,"Treasure of the Sierra Madre, The (1948)",69,17
4064,30,True Romance (1993),69,22
2769,30,"20,000 Leagues Under the Sea (1954)",68,19
3002,30,Casino (1995),68,19
3896,30,Short Cuts (1993),68,18
2943,30,Body Snatchers (1993),67,26
3219,30,First Knight (1995),67,22
3360,30,His Girl Friday (1940),67,17
3428,30,Jane Eyre (1996),67,18
3786,30,"Quiet Man, The (1952)",67,17
2958,30,"Brady Bunch Movie, The (1995)",66,22
2968,30,Bride of Frankenstein (1935),66,18
3200,30,Father of the Bride (1950),66,17
3574,30,Matilda (1996),66,22
3634,30,Mulholland Falls (1996),66,22
3966,30,Strange Days (1995),66,20
2850,30,Around the World in 80 Days (1956),65,17
2971,30,Bringing Up Baby (1938),65,17
3112,30,Desperado (1995),65,18
3841,30,Rosencrantz and Guildenstern Are Dead (1990),65,16
3256,30,"Frighteners, The (1996)",64,22
3591,30,Michael Collins (1996),64,19
3636,30,Muppet Treasure Island (1996),64,22
3685,30,Notorious (1946),64,16
4014,30,"Thin Man, The (1934)",64,15
3444,30,Jumanji (1995),63,20
3594,30,Midnight in the Garden of Good and Evil (1997),63,19
3763,30,"Preacher's Wife, The (1996)",63,23
3793,30,Raise the Red Lantern (1991),63,15
3949,30,Star Trek V: The Final Frontier (1989),63,25
4103,30,"Very Brady Sequel, A (1996)",63,24
3005,30,Cat on a Hot Tin Roof (1958),62,15
3065,30,"Craft, The (1996)",62,22
3113,30,Desperate Measures (1998),62,18
3347,30,Heavy Metal (1981),62,20
3472,30,Koyaanisqatsi (1983),62,18
3801,30,Rebecca (1940),62,15
2832,30,Angels and Insects (1995),61,18
3188,30,"Family Thing, A (1996)",61,16
3697,30,Once Upon a Time in America (1984),61,17
3814,30,Restoration (1995),61,19
3837,30,Romy and Michele's High School Reunion (1997),61,22
4164,30,Young Guns (1988),61,21
2975,30,"Brothers McMullen, The (1995)",60,18
3008,30,"Celluloid Closet, The (1995)",60,15
3108,30,Delicatessen (1991),60,15
3166,30,Escape from L.A. (1996),60,26
3345,30,Heavenly Creatures (1994),60,17
3734,30,Persuasion (1995),60,14
3902,30,Sirens (1994),60,19
3993,30,"Sword in the Stone, The (1963)",60,19
4034,30,Tin Men (1987),60,20
3136,30,Down Periscope (1996),59,22
2840,30,Antonia's Line (1995),58,14
2894,30,Bedknobs and Broomsticks (1971),58,18
3004,30,Cat People (1982),58,20
3423,30,"Jackal, The (1997)",58,19
3568,30,Marvin's Room (1996),58,17
3701,30,One Fine Day (1996),58,20
3015,30,Charade (1963),57,13
3029,30,City Hall (1996),57,19
3117,30,Diabolique (1996),57,22
3603,30,"Mirror Has Two Faces, The (1996)",57,17
3638,30,Murder in the First (1995),57,15
3737,30,"Phantom, The (1996)",57,23
3913,30,Smoke (1995),57,15
4121,30,Waterworld (1995),57,25
4137,30,White Squall (1996),57,16
2781,30,Addams Family Values (1993),56,21
2786,30,"Adventures of Robin Hood, The (1938)",56,15
2841,30,"Apartment, The (1960)",56,13
3312,30,"Great Dictator, The (1940)",56,14
3679,30,Nobody's Fool (1994),56,15
3693,30,Old Yeller (1957),56,16
3724,30,"Paris, Texas (1984)",56,15
4093,30,Up Close and Personal (1996),56,17
2893,30,Bed of Roses (1996),55,17
3806,30,Red Rock West (1992),55,14
3822,30,Ridicule (1996),55,14
3830,30,Robin Hood: Prince of Thieves (1991),55,18
2768,30,2 Days in the Valley (1996),54,18
2858,30,Austin Powers: International Man of Mystery (1997),54,18
3118,30,Dial M for Murder (1954),54,13
3449,30,"Juror, The (1996)",54,21
3550,30,Malice (1993),54,16
3600,30,Mimic (1997),54,20
3979,30,"Substitute, The (1996)",54,19
4148,30,"Wings of the Dove, The (1997)",54,16
2877,30,Barcelona (1994),53,16
3114,30,Devil in a Blue Dress (1995),53,16
3417,30,It Could Happen to You (1994),53,15
4144,30,William Shakespeare's Romeo and Juliet (1996),53,16
3076,30,"Crucible, The (1996)",52,16
3284,30,Giant (1956),52,15
3366,30,Hoodlum (1997),52,17
3433,30,Jean de Florette (1986),52,12
3486,30,"Last Supper, The (1995)",52,16
3919,30,Some Kind of Wonderful (1987),52,14
4037,30,To Catch a Thief (1955),52,12
4087,30,Unforgettable (1996),52,13
2817,30,"American in Paris, An (1951)",51,13
2827,30,Anastasia (1997),51,13
3137,30,Down by Law (1986),51,13
3538,30,M (1931),51,13
3879,30,Sgt. Bilko (1996),51,20
2888,30,"Beautician and the Beast, The (1997)",50,22
3172,30,Event Horizon (1997),50,22
3189,30,"Fan, The (1996)",50,16
3861,30,Scream 2 (1997),50,16
3929,30,Spawn (1997),50,21
4122,30,"Wedding Singer, The (1998)",50,15
2873,30,Bananas (1971),49,15
3447,30,Junior (1994),49,16
3520,30,Looking for Richard (1996),49,13
3675,30,Nine Months (1995),49,15
3761,30,"Postman, The (1997)",49,15
2930,30,"Blob, The (1958)",48,20
2994,30,Carlito's Way (1993),48,15
3169,30,Eve's Bayou (1997),48,12
3580,30,Mediterraneo (1991),48,12
3710,30,Othello (1995),48,15
4042,30,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",48,14
2886,30,Bean (1997),47,20
3012,30,Chain Reaction (1996),47,17
3280,30,"Ghost and Mrs. Muir, The (1947)",47,13
3873,30,Serial Mom (1994),47,16
4132,30,When a Man Loves a Woman (1994),47,12
2851,30,"Arrival, The (1996)",46,14
2890,30,Beautiful Thing (1996),46,11
3056,30,Cool Runnings (1993),46,14
3353,30,Hercules (1997),46,14
3421,30,Jack (1996),46,15
3571,30,Mary Shelley's Frankenstein (1994),46,15
4015,30,Things to Do in Denver when You're Dead (1995),46,16
4112,30,"Walk in the Clouds, A (1995)",46,15
2784,30,"Adventures of Pinocchio, The (1996)",45,12
2974,30,"Bronx Tale, A (1993)",45,13
3146,30,Dumb & Dumber (1994),45,17
3886,30,Shallow Grave (1994),45,11
4156,30,Wolf (1994),45,16
4161,30,Wyatt Earp (1994),45,14
2906,30,Better Off Dead... (1985),44,14
3451,30,Just Cause (1995),44,12
3492,30,"Lawnmower Man, The (1992)",44,17
3581,30,Meet John Doe (1941),44,11
3666,30,Nick of Time (1995),44,15
3670,30,Night on Earth (1991),44,11
3708,30,Orlando (1993),44,11
3746,30,Picture Perfect (1997),44,17
3804,30,Red Corner (1997),44,13
4022,30,Three Colors: Blue (1993),44,12
2957,30,Boys on the Side (1995),43,13
2989,30,Candyman (1992),43,17
3385,30,I Know What You Did Last Summer (1997),43,15
3400,30,In the Company of Men (1997),43,13
3408,30,"Indian in the Cupboard, The (1995)",43,14
3573,30,"MatchMaker, The (1997)",43,12
3960,30,Stealing Beauty (1996),43,12
3984,30,Supercop (1992),43,12
4012,30,"Thin Blue Line, The (1988)",43,11
2926,30,Black Beauty (1994),42,11
3014,30,"Chamber, The (1996)",42,14
3106,30,Deconstructing Harry (1997),42,12
3530,30,"Love Bug, The (1969)",42,14
3918,30,Some Folks Call It a Sling Blade (1993),42,10
3987,30,"Sweet Hereafter, The (1997)",42,11
4051,30,Touch of Evil (1958),42,11
3125,30,Disclosure (1994),41,13
3180,30,Extreme Measures (1996),41,13
3719,30,"Paper, The (1994)",41,12
4024,30,Three Colors: White (1994),41,12
4129,30,What's Love Got to Do with It (1993),41,11
2882,30,Batman & Robin (1997),40,18
2961,30,Brassed Off (1996),40,10
2988,30,"Candidate, The (1972)",40,11
3088,30,Dangerous Minds (1995),40,12
3365,30,Homeward Bound: The Incredible Journey (1993),40,13
3779,30,Pump Up the Volume (1990),40,14
3916,30,So I Married an Axe Murderer (1993),40,15
4045,30,Tommy Boy (1995),40,14
4123,30,Weekend at Bernie's (1989),40,14
2917,30,"Big Lebowski, The (1998)",39,10
2986,30,"Cable Guy, The (1996)",39,22
3028,30,Citizen Ruth (1996),39,12
3110,30,Demolition Man (1993),39,15
3490,30,Laura (1944),39,9
3925,30,Soul Food (1997),39,12
4033,30,"Tin Drum, The (Blechtrommel, Die) (1979)",39,11
4110,30,Waiting for Guffman (1996),39,10
3370,30,Hot Shots! Part Deux (1993),38,14
3379,30,"Howling, The (1981)",38,12
3388,30,I Shot Andy Warhol (1996),38,11
3728,30,Paths of Glory (1957),38,9
3762,30,Powder (1995),38,13
3829,30,Robin Hood: Men in Tights (1993),38,16
3975,30,Striptease (1996),38,21
3995,30,Tales from the Crypt Presents: Bordello of Blood (1996),38,13
3060,30,"Corrina, Corrina (1994)",37,12
3099,30,Dead Man (1995),37,11
3192,30,Farewell My Concubine (1993),37,9
3257,30,From Dusk Till Dawn (1996),37,14
3290,30,"Glimmer Man, The (1996)",37,13
3452,30,Kalifornia (1993),37,13
3484,30,Last Man Standing (1996),37,13
3704,30,Only You (1994),37,11
3799,30,Reality Bites (1994),37,14
4020,30,"Thousand Acres, A (1997)",37,12
4094,30,Up in Smoke (1978),37,13
4131,30,When We Were Kings (1996),37,9
2787,30,"Affair to Remember, An (1957)",36,9
2822,30,"Amityville Horror, The (1979)",36,17
2900,30,Belle de jour (1967),36,10
3364,30,Homeward Bound II: Lost in San Francisco (1996),36,13
3481,30,Last Action Hero (1993),36,12
3698,30,Once Upon a Time in the West (1969),36,9
3765,30,Priest (1994),36,9
3815,30,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",36,10
3862,30,Screamers (1995),36,12
3218,30,First Kid (1996),35,12
3315,30,"Great Race, The (1965)",35,10
3462,30,Kids in the Hall: Brain Candy (1996),35,12
3531,30,Love Jones (1997),35,10
3885,30,Shall We Dance? (1996),35,8
3890,30,She's the One (1996),35,15
3927,30,Space Jam (1996),35,14
3980,30,Sudden Death (1995),35,12
4058,30,Trees Lounge (1996),35,11
4071,30,Twelfth Night (1996),35,10
2833,30,Angels in the Outfield (1994),34,12
2867,30,Bad Boys (1995),34,10
2938,30,Blue in the Face (1995),34,10
3003,30,Casper (1995),34,14
3098,30,Dazed and Confused (1993),34,11
3168,30,Escape to Witch Mountain (1975),34,12
3554,30,"Man Who Knew Too Little, The (1997)",34,10
3563,30,Manon of the Spring (Manon des sources) (1986),34,8
3988,30,Swimming with Sharks (1995),34,9
2836,30,Anna Karenina (1997),33,10
3269,30,Gaslight (1944),33,8
3501,30,"Life Less Ordinary, A (1997)",33,11
3561,30,Manhattan Murder Mystery (1993),33,9
3656,30,Naked Gun 33 1/3: The Final Insult (1994),33,13
3921,30,Something to Talk About (1995),33,11
4099,30,Vegas Vacation (1997),33,16
2837,30,Anne Frank Remembered (1995),32,8
2965,30,Breakdown (1997),32,12
3050,30,Congo (1995),32,10
3132,30,"Doors, The (1991)",32,11
3251,30,Freeway (1996),32,9
3253,30,French Twist (Gazon maudit) (1995),32,10
3434,30,Jeffrey (1995),32,9
3733,30,"Perfect World, A (1993)",32,9
4039,30,To Gillian on Her 37th Birthday (1996),32,11
4086,30,Under Siege 2: Dark Territory (1995),32,12
2782,30,Addicted to Love (1997),31,11
2914,30,"Big Blue, The (Grand bleu, Le) (1988)",31,9
3273,30,Georgia (1995),31,9
3516,30,Living in Oblivion (1995),31,8
3585,30,Menace II Society (1993),31,9
3621,30,Mouse Hunt (1997),31,11
3753,30,Pocahontas (1995),31,13
3807,30,"Ref, The (1994)",31,11
2854,30,Assassins (1995),30,9
2856,30,"Associate, The (1996)",30,9
3228,30,Flubber (1997),30,12
3246,30,"Fox and the Hound, The (1981)",30,10
3431,30,Jaws 2 (1978),30,13
3474,30,Kundun (1997),30,7
3990,30,Swiss Family Robinson (1960),30,9
4114,30,Walkabout (1971),30,7
4141,30,"Wild Bunch, The (1969)",30,7
2773,30,8 1/2 (1963),29,6
2895,30,Before Sunrise (1995),29,8
2942,30,"Body Snatcher, The (1945)",29,9
3186,30,Fallen (1998),29,8
3277,30,Get on the Bus (1996),29,10
3473,30,Kull the Conqueror (1997),29,10
3525,30,Lost Horizon (1937),29,7
3579,30,McHale's Navy (1997),29,15
3706,30,Operation Dumbo Drop (1995),29,11
3812,30,"Replacement Killers, The (1998)",29,8
3994,30,Tales From the Crypt Presents: Demon Knight (1995),29,9
4016,30,Thinner (1996),29,12
3179,30,Exotica (1994),28,7
3215,30,Fire Down Below (1997),28,10
3244,30,Four Rooms (1995),28,13
3263,30,Funny Face (1957),28,8
3331,30,Hard Rain (1998),28,9
3335,30,Harriet the Spy (1996),28,10
3399,30,In the Bleak Midwinter (1995),28,7
3611,30,Money Train (1995),28,11
3700,30,Once Were Warriors (1994),28,7
3931,30,Species (1995),28,9
4048,30,Top Hat (1935),28,7
4070,30,Turbulence (1997),28,11
4152,30,With Honors (1994),28,8
4166,30,"Young Poisoner's Handbook, The (1995)",28,10
3227,30,Flirting With Disaster (1996),27,8
3285,30,Gigi (1958),27,8
3374,30,"House of Yes, The (1997)",27,8
3440,30,Johnny Mnemonic (1995),27,12
3453,30,Kama Sutra: A Tale of Love (1996),27,8
3570,30,Mary Reilly (1996),27,10
3598,30,Milk Money (1994),27,9
3631,30,Mrs. Parker and the Vicious Circle (1994),27,7
3652,30,My Own Private Idaho (1991),27,7
4120,30,Washington Square (1997),27,10
2844,30,"Apostle, The (1997)",26,7
2880,30,Basquiat (1996),26,7
3078,30,"Cry, the Beloved Country (1995)",26,7
3163,30,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",26,7
3181,30,Eye for an Eye (1996),26,9
3461,30,Kids (1995),26,8
3508,30,Little Buddha (1993),26,7
3610,30,Money Talks (1997),26,10
3723,30,Paris Is Burning (1990),26,7
3726,30,Passion Fish (1992),26,8
4090,30,Unstrung Heroes (1995),26,8
4107,30,Virtuosity (1995),26,10
2780,30,Ace Ventura: When Nature Calls (1995),25,9
3235,30,For Whom the Bell Tolls (1943),25,6
3416,30,"Island of Dr. Moreau, The (1996)",25,12
3419,30,It's My Party (1995),25,6
3511,30,"Little Princess, A (1995)",25,6
3608,30,Moll Flanders (1996),25,7
3651,30,My Man Godfrey (1936),25,6
3699,30,Once Upon a Time... When We Were Colored (1995),25,7
3810,30,Renaissance Man (1994),25,8
3846,30,"Ruling Class, The (1972)",25,6
3940,30,Spy Hard (1996),25,10
2845,30,"Apple Dumpling Gang, The (1975)",24,9
3205,30,Fear (1996),24,7
3222,30,Fled (1996),24,8
3248,30,Free Willy (1993),24,10
3375,30,"House of the Spirits, The (1993)",24,7
3467,30,"Kiss Me, Guido (1997)",24,8
3540,30,M. Butterfly (1993),24,7
3588,30,Metro (1997),24,9
3605,30,"Misérables, Les (1995)",24,6
3676,30,Ninotchka (1939),24,6
3785,30,"Quick and the Dead, The (1995)",24,9
3824,30,Rising Sun (1993),24,8
3835,30,Romeo Is Bleeding (1993),24,7
3887,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),24,7
4126,30,Wes Craven's New Nightmare (1994),24,8
2839,30,Another Stakeout (1993),23,9
2927,30,Black Sheep (1996),23,9
2980,30,Burnt By the Sun (1994),23,7
3049,30,Coneheads (1993),23,11
3096,30,Days of Thunder (1990),23,9
3171,30,"Evening Star, The (1996)",23,8
3314,30,Great Expectations (1998),23,7
3529,30,Love Affair (1994),23,8
3535,30,Love in the Afternoon (1957),23,5
3632,30,Mrs. Winterbourne (1996),23,8
3645,30,My Family (1995),23,6
3686,30,Now and Then (1995),23,6
3736,30,Pete's Dragon (1977),23,10
3883,30,"Shaggy Dog, The (1959)",23,7
3889,30,She's So Lovely (1997),23,8
3932,30,Speechless (1994),23,7
4061,30,"Trigger Effect, The (1996)",23,8
4078,30,Two if by Sea (1996),23,10
4157,30,"Women, The (1939)",23,6
2796,30,Akira (1988),22,7
3006,30,Cats Don't Dance (1997),22,8
3155,30,Eddie (1996),22,9
3224,30,"Flintstones, The (1994)",22,12
3231,30,"Fog, The (1980)",22,9
3515,30,Live Nude Girls (1995),22,7
3551,30,Mallrats (1995),22,7
3592,30,Microcosmos: Le peuple de l'herbe (1996),22,6
3709,30,Oscar & Lucinda (1997),22,6
3805,30,"Red Firecracker, Green Firecracker (1994)",22,5
3880,30,Shadow Conspiracy (1997),22,8
3999,30,Tank Girl (1995),22,10
4003,30,Terminal Velocity (1994),22,7
4031,30,Timecop (1994),22,7
2798,30,Aladdin and the King of Thieves (1996),21,8
2987,30,Canadian Bacon (1994),21,8
3030,30,City Slickers II: The Legend of Curly's Gold (1994),21,9
3209,30,Feeling Minnesota (1996),21,9
3332,30,Hard Target (1993),21,8
3393,30,If Lucy Fell (1996),21,7
3442,30,Judge Dredd (1995),21,8
3542,30,Mad City (1997),21,7
3910,30,Sliver (1993),21,10
4124,30,Welcome To Sarajevo (1997),21,6
2896,30,Before and After (1996),20,8
2909,30,Beverly Hills Ninja (1997),20,12
2934,30,Blown Away (1994),20,6
3095,30,Daylight (1996),20,9
3282,30,Ghost in the Shell (Kokaku kidotai) (1995),20,6
3317,30,Gridlock'd (1997),20,5
3325,30,Hackers (1995),20,8
3372,30,House Arrest (1996),20,9
3376,30,Houseguest (1994),20,7
3536,30,Love! Valour! Compassion! (1997),20,5
3576,30,Maximum Risk (1996),20,6
3667,30,Night Falls on Manhattan (1997),20,6
3720,30,Paradise Lost: The Child Murders at Robin Hood Hills (1996),20,5
3748,30,"Pillow Book, The (1995)",20,6
3912,30,Smilla's Sense of Snow (1997),20,7
3936,30,Sphere (1998),20,8
4007,30,That Darn Cat! (1965),20,8
4028,30,Tie Me Up! Tie Me Down! (1990),20,6
4041,30,To Live (Huozhe) (1994),20,5
4098,30,Vanya on 42nd Street (1994),20,5
2876,30,Barbarella (1968),19,8
2879,30,"Basketball Diaries, The (1995)",19,6
2993,30,Career Girls (1997),19,7
3000,30,Carrington (1995),19,5
3139,30,Dracula: Dead and Loving It (1995),19,7
3143,30,Drop Zone (1994),19,7
3311,30,Grease 2 (1982),19,9
3412,30,"Inspector General, The (1949)",19,5
3566,30,Marked for Death (1990),19,7
3833,30,Rocket Man (1997),19,9
3928,30,Spanking the Monkey (1994),19,7
2825,30,Amos & Andrew (1993),18,6
2950,30,Booty Call (1997),18,11
3039,30,Clockers (1995),18,7
3072,30,"Crossing Guard, The (1995)",18,7
3122,30,"Die xue shuang xiong (Killer, The) (1989)",18,5
3195,30,Farinelli: il castrato (1994),18,5
3271,30,"Gay Divorcee, The (1934)",18,5
3303,30,"Goofy Movie, A (1995)",18,7
3337,30,"Haunted World of Edward D. Wood Jr., The (1995)",18,5
3455,30,Kaspar Hauser (1993),18,4
3464,30,Killing Zoe (1994),18,5
3565,30,"Mark of Zorro, The (1940)",18,5
3620,30,Mother Night (1996),18,6
3759,30,"Portrait of a Lady, The (1996)",18,7
3881,30,"Shadow, The (1994)",18,7
4021,30,"Three Caballeros, The (1945)",18,6
4027,30,Threesome (1994),18,6
4153,30,Withnail and I (1987),18,5
2792,30,Air Bud (1997),17,6
2872,30,Balto (1995),17,5
2908,30,Beverly Hills Cop III (1994),17,8
2948,30,Boomerang (1992),17,6
3022,30,Chungking Express (1994),17,5
3104,30,Death and the Maiden (1994),17,5
3232,30,Fools Rush In (1997),17,5
3316,30,"Great White Hype, The (1996)",17,6
3426,30,Jade (1995),17,7
3692,30,"Old Man and the Sea, The (1958)",17,5
3752,30,Playing God (1997),17,8
3884,30,Shall We Dance? (1937),17,5
4066,30,Trust (1990),17,4
2810,30,Alphaville (1965),16,5
2875,30,Barb Wire (1996),16,10
2907,30,"Beverly Hillbillies, The (1993)",16,8
2929,30,Blink (1994),16,5
3011,30,Cemetery Man (Dellamorte Dellamore) (1994),16,7
3178,30,Exit to Eden (1994),16,5
3197,30,"Fast, Cheap & Out of Control (1997)",16,4
3207,30,Fearless (1993),16,6
3239,30,Foreign Correspondent (1940),16,4
3247,30,Foxfire (1996),16,5
3330,30,Hard Eight (1996),16,4
3397,30,In Love and War (1996),16,4
3439,30,Joe's Apartment (1996),16,7
3495,30,Leave It to Beaver (1997),16,11
3616,30,Mortal Kombat (1995),16,6
3783,30,"Queen Margot (Reine Margot, La) (1994)",16,5
3844,30,Ruby in Paradise (1993),16,6
3897,30,Showgirls (1995),16,7
4036,30,To Be or Not to Be (1942),16,4
4080,30,U Turn (1997),16,6
4091,30,Until the End of the World (Bis ans Ende der Welt) (1991),16,7
4165,30,Young Guns II (1990),16,8
2795,30,Airheads (1994),15,6
2951,30,Bottle Rocket (1996),15,4
2985,30,Cabin Boy (1994),15,4
3074,30,"Crow: City of Angels, The (1996)",15,8
3105,30,Deceiver (1997),15,3
3135,30,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",15,5
3193,30,"Farewell to Arms, A (1932)",15,4
3283,30,Ghosts of Mississippi (1996),15,4
3415,30,Inventing the Abbotts (1997),15,4
3443,30,Judgment Night (1993),15,5
3468,30,Kiss of Death (1995),15,5
3509,30,Little Lord Fauntleroy (1936),15,5
3716,30,Palmetto (1998),15,4
3821,30,Richie Rich (1994),15,6
3923,30,Son in Law (1993),15,6
3935,30,Spellbound (1945),15,4
3978,30,SubUrbia (1997),15,4
3983,30,Super Mario Bros. (1993),15,7
2866,30,Backbeat (1993),14,3
2990,30,Candyman: Farewell to the Flesh (1995),14,4
3202,30,Fathers' Day (1997),14,6
3457,30,Keys to Tulsa (1997),14,6
3937,30,Spice World (1997),14,7
4065,30,"Truman Show, The (1998)",14,4
4092,30,Unzipped (1995),14,4
4138,30,Widows' Peak (1994),14,4
2812,30,Amateur (1994),13,4
2828,30,Andre (1994),13,4
2855,30,"Assignment, The (1997)",13,3
2881,30,Bastard Out of Carolina (1996),13,5
2899,30,"Believers, The (1987)",13,5
2944,30,Bogus (1996),13,6
3009,30,Celtic Pride (1996),13,4
3402,30,In the Mouth of Madness (1995),13,4
3438,30,Jingle All the Way (1996),13,6
3541,30,Ma vie en rose (My Life in Pink) (1997),13,3
3545,30,Made in America (1993),13,5
3655,30,Naked (1993),13,4
3731,30,Penny Serenade (1941),13,4
3754,30,Poetic Justice (1993),13,4
3757,30,"Pompatus of Love, The (1996)",13,4
3774,30,"Program, The (1993)",13,5
3839,30,Roommates (1995),13,4
3930,30,"Specialist, The (1994)",13,5
4026,30,Three Wishes (1995),13,3
4043,30,Tom & Viv (1994),13,4
4111,30,Waiting to Exhale (1995),13,4
2857,30,Audrey Rose (1977),12,6
2931,30,Blood & Wine (1997),12,4
3010,30,"Cement Garden, The (1993)",12,3
3069,30,Cronos (1992),12,3
3176,30,Excess Baggage (1997),12,5
3191,30,Far From Home: The Adventures of Yellow Dog (1995),12,3
3268,30,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",12,3
3336,30,"Hate (Haine, La) (1995)",12,3
3441,30,Jude (1996),12,5
3454,30,Kansas City (1996),12,4
3507,30,Little Big League (1994),12,4
3578,30,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",12,3
3712,30,Out to Sea (1997),12,5
3943,30,Stalker (1979),12,3
3962,30,Stephen King's The Langoliers (1995),12,6
3977,30,"Stupids, The (1996)",12,5
4083,30,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",12,3
4118,30,"War, The (1994)",12,4
2764,30,1-900 (1994),11,3
2767,30,187 (1997),11,5
2921,30,Bio-Dome (1996),11,9
2937,30,Blue Sky (1994),11,4
2978,30,Bulletproof (1996),11,5
3023,30,"Ciao, Professore! (1993)",11,4
3046,30,Color of Night (1994),11,3
3216,30,Firestorm (1998),11,5
3223,30,Flesh and Bone (1993),11,4
3225,30,Flipper (1996),11,4
3262,30,"Funeral, The (1996)",11,4
3350,30,Hellraiser: Bloodline (1996),11,5
3352,30,Herbie Rides Again (1974),11,5
3357,30,Higher Learning (1995),11,3
3405,30,Incognito (1997),11,3
3547,30,Madonna: Truth or Dare (1991),11,4
3558,30,Man of the Year (1995),11,3
3582,30,Meet Me in St. Louis (1944),11,3
3624,30,Mr. Magoo (1997),11,4
3680,30,North (1994),11,4
3694,30,Oliver & Company (1988),11,5
3745,30,Picture Bride (1995),11,4
3767,30,Primary Colors (1998),11,3
3784,30,"Quest, The (1996)",11,4
3803,30,Reckless (1995),11,4
3831,30,Robocop 3 (1993),11,6
3946,30,Star Maps (1997),11,3
3985,30,Surviving Picasso (1996),11,3
4001,30,Telling Lies in America (1997),11,3
4062,30,True Crime (1995),11,3
4106,30,Village of the Damned (1995),11,4
4133,30,When the Cats Away (Chacun cherche son chat) (1996),11,3
2870,30,Bad Taste (1987),10,3
2911,30,Beyond Rangoon (1995),10,3
2956,30,"Boys of St. Vincent, The (1993)",10,3
